Mine Density,Average Final Score
0.01,0.96
0.02,1.0
0.03,0.98
0.04,0.985
0.05,0.968
0.060000000000000005,0.97
0.07,0.9676470588235294
0.08,0.9897435897435898
0.09,0.9681818181818181
0.09999999999999999,0.9571428571428572
0.10999999999999999,0.9685185185185186
0.11999999999999998,0.9677966101694915
0.12999999999999998,0.9761904761904762
0.13999999999999999,0.9514705882352941
0.15,0.9616438356164384
0.16,0.958974358974359
0.17,0.9506024096385542
0.18000000000000002,0.9568181818181818
0.19000000000000003,0.966304347826087
0.20000000000000004,0.9670103092783505
0.21000000000000005,0.9598039215686275
0.22000000000000006,0.9644859813084112
0.23000000000000007,0.9678571428571429
0.24000000000000007,0.964957264957265
0.25000000000000006,0.969672131147541
0.26000000000000006,0.9587301587301588
0.2700000000000001,0.9641221374045802
0.2800000000000001,0.9669117647058824
0.2900000000000001,0.9702127659574468
0.3000000000000001,0.9657534246575342
0.3100000000000001,0.9768211920529801
0.3200000000000001,0.9658064516129032
0.3300000000000001,0.95875
0.34000000000000014,0.9642424242424242
0.35000000000000014,0.9647058823529412
0.36000000000000015,0.968
0.37000000000000016,0.9655555555555555
0.38000000000000017,0.9630434782608696
0.3900000000000002,0.9603174603174603
0.4000000000000002,0.9649484536082474
0.4100000000000002,0.9743718592964824
0.4200000000000002,0.9735294117647059
0.4300000000000002,0.9674641148325359
0.4400000000000002,0.9666666666666667
0.45000000000000023,0.968348623853211
0.46000000000000024,0.9582959641255605
0.47000000000000025,0.9644736842105263
0.48000000000000026,0.9665236051502146
0.49000000000000027,0.9642857142857143
0.5000000000000002,0.9547325102880658
0.5100000000000002,0.959919028340081
0.5200000000000002,0.9626984126984127
0.5300000000000002,0.9571984435797666
0.5400000000000003,0.966412213740458
0.5500000000000003,0.9561797752808989
0.5600000000000003,0.950735294117647
0.5700000000000003,0.9605072463768116
0.5800000000000003,0.9558718861209965
0.5900000000000003,0.9486013986013986
0.6000000000000003,0.9474226804123711
0.6100000000000003,0.941554054054054
0.6200000000000003,0.9385382059800664
0.6300000000000003,0.9521311475409836
0.6400000000000003,0.9396774193548387
0.6500000000000004,0.9466666666666667
0.6600000000000004,0.933125
0.6700000000000004,0.9246153846153846
0.6800000000000004,0.9318181818181818
0.6900000000000004,0.9380239520958084
0.7000000000000004,0.9283185840707965
0.7100000000000004,0.9136627906976744
0.7200000000000004,0.9206303724928366
0.7300000000000004,0.9076271186440678
0.7400000000000004,0.9200557103064066
0.7500000000000004,0.9008241758241758
0.7600000000000005,0.8853260869565217
0.7700000000000005,0.8882037533512064
0.7800000000000005,0.8883597883597883
0.7900000000000005,0.8686684073107049
0.8000000000000005,0.86159793814433
0.8100000000000005,0.8623409669211196
0.8200000000000005,0.8468513853904283
0.8300000000000005,0.8343283582089552
0.8400000000000005,0.7906633906633906
0.8500000000000005,0.808252427184466
0.8600000000000005,0.7772182254196642
0.8700000000000006,0.7135071090047393
0.8800000000000006,0.7105633802816902
0.8900000000000006,0.6686774941995359
0.9000000000000006,0.6373853211009174
0.9100000000000006,0.6156462585034014
0.9200000000000006,0.5533632286995516
0.9300000000000006,0.5332594235033259
0.9400000000000006,0.5002197802197802
0.9500000000000006,0.4217391304347826
0.9600000000000006,0.35913978494623655
0.9700000000000006,0.25851063829787235
0.9800000000000006,0.1957894736842105
